Index,gain_kr,gain_ks,gain_to,gain_na,gain_ca,APD90,APD60,APD40,APA,TRI60,TRI40,90PERCENT,90to90,PeakDist,EAD,Alternan,Pro-Arrhythmic
0,1.4294052872126386,1.935791898300824,1.5021614663634768,1.456282422136494,1.0688204486695603,224.18914953514468,194.0414061502088,159.59975948941428,130.63044667030422,-1.395201232698601,-1.2901063293098052,-77.48704434583705,225.2622154134442,26.04768935107859,False,False,False
1,0.6176412300039172,0.4985731052736468,1.2910213448431975,0.7908798693520284,1.1085006024217245,347.7068317809026,309.3949387691682,246.25157339446014,119.37045271001888,-1.030097382028342,-0.8407751221203316,-78.7164750479694,349.07451200461946,27.695984637539368,False,False,False
2,0.8132464402685681,0.9597073405525233,0.9073913064961187,1.1142044501756623,0.9710724958465402,302.6288692585076,265.33485959190875,209.44998700957512,126.16255713858453,-1.0768175457597169,-0.7984480848266492,-77.94942326520827,303.8096315752482,23.610420243814588,False,False,False
3,0.3934601781110102,0.4609538127140752,0.3928046848130592,0.7343678183428884,0.6138282156566669,398.67202365747653,359.26682934729615,276.80946966732154,118.86689130370806,-0.939220796046801,-0.686934194887189,-78.67306111640222,400.11130721197696,0.0,False,False,False
4,2.496781268430349,1.2790546222727799,1.5525676187756354,2.4141401596152936,1.4322191973667364,166.69527405389817,143.97136519878404,122.19416489946889,138.89032094329505,-1.7912725347973244,-1.693243803867946,-76.69275372539157,167.60164559242548,24.768615618231706,False,False,False
5,1.1896473907714264,1.3483789256666256,1.0322247291133537,1.300265256643442,1.1487289571094728,250.93921935552498,219.28595688263886,177.9491734059411,128.80772729450882,-1.2586714910701529,-1.0884022024774698,-77.68787725193773,252.07568577566417,24.343014899641275,False,False,False
6,0.6675488514645805,0.9653008090754205,0.8115372414520238,0.4758192003511367,0.6528221320304907,320.97450545756146,289.87908252020134,244.6345106844674,110.14235515656131,-1.0799091070591886,-0.9134045561437407,-79.51603106341759,322.9996299261693,18.18384816654725,False,False,False
7,0.5787373531655721,0.5172040058394672,0.7443979172649265,0.7009116022359088,0.6131065196989178,339.7081137294881,303.30137133639073,245.48551402281737,117.58504081940495,-1.025139960209049,-0.7746300959496518,-78.7761581722094,341.07923527178355,17.45803657436045,False,False,False
8,0.6015693632095993,0.765994747302371,0.3999121438704952,0.4220763202617027,0.5313373259191331,320.3591092923889,287.57841802417533,237.484207624977,111.15414077390137,-1.0371402450831375,-0.7432009316541871,-79.39304187416106,333.17992940865224,0.0,False,False,False
9,0.7417484618234239,0.6878613565341801,0.8707327351266648,0.531982962116938,1.148996919224679,322.2115610401379,288.7826599990949,238.23804359475616,114.21595517763146,-1.0403111421191595,-0.8440702534251364,-79.22440867132998,326.12899880169425,22.60464302788023,False,False,False
10,0.6452049045451651,0.9775264462361493,0.8736202595004636,0.833178770001884,1.3477185752539727,346.2040809074533,309.0881584978197,239.66230644716416,120.72654770096182,-1.0644231973561638,-0.9696089410111974,-78.61984334598259,347.6172933859052,26.000487053825054,False,False,False
11,0.5440202321048666,0.43170910412610214,0.9074364927875828,1.1104212054153242,0.6827184985090317,350.3178829542594,307.15152576804394,234.17110497143585,126.43409098801516,-0.9004218080766551,-0.665917231172929,-77.90741491489563,351.4854615791701,21.839472260617185,False,False,False
12,0.6196724881637792,1.1839750257241786,1.1676498098010841,0.5882743919849798,0.6919072089657271,330.6201399015845,296.30826601118315,245.30408905877266,113.779251429215,-1.0535320625986806,-0.5948663569424512,-79.17295193062121,332.1283957439009,24.153076200105716,False,False,False
13,1.8295127179685737,0.96000644604676,0.9837426989287698,1.98937313124428,1.1232632416372637,197.67359837150434,170.88038808613783,142.05575699254405,136.36605228525434,-1.5318196271085824,-1.3387138986012685,-76.87726561205623,198.66326498507988,21.11291849584086,False,False,False
14,1.7125909988688452,1.0941216115529642,1.3839626453090204,1.7939941549698406,1.3262219940095585,205.23767895338824,176.62782385060564,146.48356590303592,134.16785240170574,-1.444796188691348,-1.3483308865694907,-77.17042354467827,206.26454418769572,25.790076740493532,False,False,False
15,0.8845216626410587,1.1809357032243892,1.2859949667644508,0.844798466447351,0.6072524167528324,274.97224817820825,242.93849401461193,199.90630414907355,120.86514767586904,-1.0755450976117815,-0.9365472646075432,-78.41759535301924,276.2196445930749,22.55746513250051,False,False,False
16,0.8857951308917421,1.3996183028605593,1.1734565017993652,1.020186243384321,0.921592462644242,286.8121999084833,253.60589834861457,203.8372172852396,124.3167924271761,-1.1420620230533298,-0.8677662556818935,-78.13171179692749,288.02749856445007,25.373861282656435,False,False,False
17,1.5419503272738933,1.4399569637004315,1.428217422938644,1.2810091943209,1.8079709539123965,222.91714720899472,191.95139673701487,158.4406773618539,128.01757894973625,-1.2339263187136775,-1.0673212553813165,-77.92080973082972,224.06888086005347,27.58945824066177,False,False,False
18,0.4625217437628574,0.6187281648660196,0.6019163804556062,0.567635824347077,0.44202983627562276,358.1230984927388,322.62508147140034,261.8707425898174,113.69284485486612,-1.0230068044411942,-0.7916130546832018,-79.15351949504547,359.6618974005687,14.962992632994428,False,False,False
19,1.2485665812172617,1.0739848796624225,1.0515780579551972,1.1925217914871773,1.4761400365966213,247.54033294075634,216.13668875140138,174.97865917312447,127.08983887116885,-1.1977027530998536,-1.062471072389077,-77.92678038748677,248.71704523230437,25.630055134068243,False,False,False
20,1.0819463007209347,1.9636534457361066,1.2401442448970226,0.6327909111623963,1.153146968713933,262.92309794574976,233.37319714360638,196.77883529727114,115.20788292821267,-1.188591367328387,-1.0065016776822833,-79.09156080185896,264.49773784866557,26.42848741565831,False,False,False
21,0.867198539374815,0.7015231323608118,1.2220475596960418,1.0381075731983929,1.1613287423183678,296.4644654295407,260.02529819036135,207.82776069128886,124.51597980472948,-1.1043927748239568,-0.831144803981239,-78.16625929880256,297.6724487983156,27.10609275737079,False,False,False
22,1.899562274445564,1.8001366715424394,1.2340705427402312,1.9444238809420127,1.5058638374880644,195.30666001711506,167.63880110462196,139.48756459739525,135.4634972038782,-1.4394382110965749,-1.2884532578176646,-77.04498569982646,196.29684671782888,25.080365016008727,False,False,False
23,2.982020996499708,2.015004810037936,1.325189677833441,2.390173242018485,2.530024416816192,165.56980168016162,144.01731805905,126.67054926796118,137.9486949634337,-1.7238626195971425,-1.696676069775088,-76.93213036003544,166.50826672109542,23.003377645858563,False,False,False
24,1.8071275096069062,1.3901902725141415,1.425751739099984,2.2261790383579454,1.1413290595048833,197.13749400590314,169.63973631476983,139.25855628971476,137.9411892830538,-1.4755021028819009,-1.3131773472925334,-76.74956676278126,198.08655732031912,24.657178202818613,False,False,False
25,0.9522295494677535,1.7577124332004403,0.9565304038469433,1.0208802560309653,0.8873813666222674,275.7378090406419,242.22372735012323,196.98376225703396,124.49809346766435,-1.111806945145135,-0.9221137535297195,-78.08545877801959,276.9643079843372,22.012407113681547,False,False,False
26,0.6797581902325391,0.7241407617230807,0.9172494327070131,0.7500372381892915,1.0162052235473065,333.04987460991833,296.2203932053526,239.9136987150996,118.62370647513792,-1.051761010985159,-0.916458015180145,-78.74727418045114,334.48798307962716,25.225924491300248,False,False,False
27,0.6413743825852546,0.5924181601249884,0.6764270958355422,0.6476916374695387,0.7216896001640736,332.4301894635428,296.7358856081846,242.07145161391236,116.02445999455549,-1.0569047549853954,-0.7813942001128048,-78.94011028122497,333.9312763544731,15.904039849585388,False,False,False
28,2.020966938694401,1.1244154840933829,1.0962065110630916,2.397886576069805,1.2415153944965256,187.21585660678102,160.76711265096674,134.2254796072957,139.2045898136535,-1.6178735551674717,-1.5116450472930298,-76.61328473036708,188.15986170375254,22.99436022696318,False,False,False
29,0.6363239833871371,1.0812140673375297,0.5756696547286653,0.5950077495576414,0.6816302419144759,329.9435305115185,296.16268224891974,244.082176263968,114.5411073887293,-1.0376519123366048,-0.8011228366898854,-79.07866767546186,331.59037419740343,0.0,False,False,False
30,0.8571433170258812,0.6177894499345825,1.1535769999861956,0.663676738912896,1.3247878909970425,301.1600684328587,267.25975809799274,219.70042657997692,116.31496805086098,-1.0531910696648519,-0.8528417862450784,-79.04390030630006,302.7791188918636,26.306610480765812,False,False,False
31,1.5916593150562015,0.778312062908337,1.3653548294090971,1.2416245887086796,1.4462236433707005,215.95874213194475,187.28088455024408,156.05076880007982,127.62137556627158,-1.387606955563159,-1.2671734091489615,-77.8637787765847,217.12327085144352,26.73289518704405,False,False,False
32,0.39094780724863354,0.4809396934519835,0.7131174872645419,0.20806863366299236,0.6125621981712588,382.0020876908675,346.28886128379963,281.5880685253069,110.36560786180661,-0.9907568170641478,-0.8100784681085661,-79.5318963466275,401.80456842371495,0.0,False,False,False
33,2.05553371014734,1.540685320730317,1.593363563248037,1.3450316261618196,2.0077641850545205,193.54547865956556,166.85625218879431,142.07527386111906,128.70909719302244,-1.4743997507322737,-1.385727910577128,-77.89122814087857,194.67057835817104,27.92233622650383,False,False,False
34,0.452942000599847,0.415388279904763,0.6339558595226579,0.2868836494579567,0.6996102592096869,370.0971193861915,333.21606205013813,273.1010383098037,111.41737664504845,-0.9283233541144637,-0.715586888951445,-79.43646060446758,388.40931683190865,0.0,False,False,False
35,0.4193642736177816,0.6295385487958317,0.5573279135397576,0.5238691947151131,0.5681934935811047,383.88508759852266,348.52275635441765,283.05327050900087,112.22153995769153,-1.0087066294029072,-0.7583012307589451,-79.32988817713587,385.66796707583126,12.872107967559714,False,False,False
36,0.3703504462660809,0.5321734914066485,0.8569553135132656,0.40238388508084355,0.6914550797975391,388.6967484486522,351.54823021014454,289.01817561342614,109.90601820740974,-0.963006197962166,-0.823079166362222,-79.60549642521889,411.98410748073366,0.0,False,False,False
37,1.2056389374612204,0.8017462500067312,0.9547998820919381,0.5814038539651479,1.0915751408319279,250.8324881362496,223.7697253341903,191.45168879983248,114.12333567798821,-1.189027788491741,-1.0776471994658288,-79.15974955484648,253.2917772482033,22.89016687613912,False,False,False
38,0.8710840174954861,0.8184335391820898,0.8546791403959229,1.3060024607780694,0.8434295420226086,288.2087241351255,251.0278891849448,195.78061574447202,129.2769657599141,-1.0794088769312995,-0.7680938908118814,-77.60580138584925,289.32816647848813,20.691072935122065,False,False,False
39,0.36943864318440306,0.6511143432837102,1.2724394042789386,0.4157540947521693,0.6445654052549402,376.8759916276904,341.8904947893461,283.0894708178239,107.52117956896171,-0.9532572611953892,-0.7379619734058657,-79.83576884157202,403.61513680772623,24.969259668665472,False,False,False
